Time,Product,GERMANY_MIN_ENERGY_PRICE_[EUR/MWh],Data,GERMANY_MARGINAL_ENERGY_PRICE_[EUR/MWh]
2023-03-19,POS_030,134,1303.49,15000
2023-03-19,POS_031,134,1356.13,15000
2023-03-19,POS_032,134,1355.53,15000
2023-03-19,POS_033,134,1266.69,15000
2023-03-19,POS_034,134,1070.07,15000
2023-03-19,POS_035,134,1019,15000
2023-03-19,POS_036,134,994.89,15000
2023-03-19,POS_037,134,968.51,15000
2023-03-19,POS_038,134,978.19,15000
2023-03-19,POS_039,134,1195.15,15000
2023-03-19,POS_040,134,1289.44,15000
2023-03-19,POS_041,134,1308.06,15000
2023-03-19,POS_042,134,1528.99,15000
2023-03-19,POS_043,134,1348.89,15000
2023-03-19,POS_044,117.2,1217.75,15000
2023-03-19,POS_045,134,983.48,15000
2023-03-19,POS_046,134,922.88,15000
2023-03-19,POS_047,134,905.35,15000
2023-03-19,POS_048,134,897.71,15000
2023-03-19,POS_049,134,974.53,15000
2023-03-19,POS_050,134,978.34,15000
2023-03-19,POS_051,134,923.05,15000
2023-03-19,POS_052,134,880.8,15000
