Time,Data
2025-03-30:NEG_081,1180.42
2025-03-30:NEG_082,1176.81
2025-03-30:NEG_083,1182.24
2025-03-30:NEG_084,1167.9
2025-03-30:NEG_085,1157.91
2025-03-30:NEG_086,1157.89
2025-03-30:NEG_087,1155.08
2025-03-30:NEG_088,1150.33
2025-03-30:NEG_089,1148.84
2025-03-30:NEG_090,1148.76
2025-03-30:NEG_091,1149.07
2025-03-30:NEG_092,1187.92
2025-03-30:NEG_093,1187.92
2025-03-30:NEG_094,1187.92
2025-03-30:NEG_095,1187.92
2025-03-30:NEG_096,1187.92
